-3.0543,-0.17453
-3.0543,-0.087266
-3.0543,0
-3.0543,0.087266
-3.0543,0.17453
-3.0518,-0.2618
-3.0518,0.2618
-3.0492,-0.34907
-3.0492,0.34907
-3.0434,-0.43633
-3.0434,0.43633
-3.0403,-0.5236
-3.0403,0.5236
-3.0369,-0.61087
-3.0369,0.61087
-3.0294,-0.69813
-3.0294,0.69813
-3.0184,-0.7854
-3.0184,0.7854
-3.005,-0.87266
-3.005,0.87266
-2.9883,-0.95993
-2.9883,0.95993
-2.9671,-1.0472
-2.9671,-0.17453
-2.9671,-0.087266
-2.9671,0
-2.9671,0.087266
-2.9671,0.17453
-2.9671,1.0472
-2.9621,-0.2618
-2.9621,0.2618
-2.9568,-0.34907
-2.9568,0.34907
-2.9452,-0.43633
-2.9452,0.43633
-2.9389,-0.5236
-2.9389,0.5236
-2.9322,-1.1345
-2.9322,-0.61087
-2.9322,0.61087
-2.9322,1.1345
-2.9172,-0.69813
-2.9172,0.69813
-2.8952,-0.7854
-2.8952,0.7854
-2.8903,-1.2217
-2.8903,1.2217
-2.8798,-0.17453
-2.8798,-0.087266
-2.8798,0
-2.8798,0.087266
-2.8798,0.17453
-2.8723,-0.2618
-2.8723,0.2618
-2.8684,-0.87266
-2.8684,0.87266
-2.8644,-0.34907
-2.8644,0.34907
-2.8471,-0.43633
-2.8471,0.43633
-2.8376,-0.5236
-2.8376,0.5236
-2.8351,-0.95993
-2.8351,0.95993
-2.8274,-0.61087
-2.8274,0.61087
-2.8109,-1.309
-2.8109,1.309
-2.805,-0.69813
-2.805,0.69813
-2.7925,-1.0472
-2.7925,-0.17453
-2.7925,-0.087266
-2.7925,0
-2.7925,0.087266
-2.7925,0.17453
-2.7925,1.0472
-2.7826,-0.2618
-2.7826,0.2618
-2.772,-0.7854
-2.772,-0.34907
-2.772,0.34907
-2.772,0.7854
-2.7489,-0.43633
-2.7489,0.43633
-2.7362,-0.5236
-2.7362,0.5236
-2.7318,-0.87266
-2.7318,0.87266
-2.7227,-1.1345
-2.7227,-0.61087
-2.7227,0.61087
-2.7227,1.1345
